856449	1364
162	2233
157	17
158	144
159	1377
160	434
856450	1364
161	433
856454	1377
856455	1367
163	2310
10450	1485
10460	1102
164	1102
167	1485
169	1045
170	1045
168	1045
855748	1045
174	1060
175	1424
858930	1045
851506	176
852304	1887
177	649
178	597
179	597
171	3095
183	3095
184	11
181	11
182	3095
185	441
186	439
187	439
188	439
10470	441
856369	530
194	441
850622	441
191	441
192	441
193	441
851026	441
195	178
190	440
196	1581
197	530
600475	1266
500678	1234
10490	1234
198	1839
200	1266
201	2130
202	1266
203	1234
204	1234
205	1266
206	1266
207	1266
208	458
209	645
856256	2105
856498	460
251	1845
10550	442
252	442
500270	1256
253	1256
215	1845
855613	1234
851500	1234
851227	1234
254	1814
10520	1299
216	447
217	1259
218	1234
219	1234
220	459
221	450
222	451
223	460
224	452
225	1266
226	457
227	443
228	455
229	455
230	1265
231	646
232	443
859749	443
851232	443
233	443
235	443
234	443
862412	455
858704	443
236	443
860174	443
450600	443
851702	1234
851703	1234
860630	443
852800	495
238	1845
237	495
853579	1812
853669	450
239	495
240	495
856501	1234
858687	1266
210	1266
858520	1234
856505	1234
856507	1234
856506	1234
851550	1234
856504	1234
856500	1234
211	1839
212	1839
851594	1839
213	1839
550386	1839
856509	1234
859980	1234
850578	1266
214	1815
855774	1234
501168	2130
852882	1234
856512	1234
852279	1266
856510	1234
859198	1234
856511	1234
852676	1234
856502	1234
242	461
10530	139
243	449
244	449
245	449
246	485
247	484
248	461
249	461
10540	484
853317	449
861911	449
199	448
256	525
257	1854
258	629
259	2429
260	462
261	632
262	464
263	464
500723	464
10560	464
854105	624
856519	624
852777	466
278	466
856525	466
856526	466
280	466
856524	466
856523	466
856521	466
856522	466
264	465
265	465
281	467
10570	1130
10580	1803
266	1151
267	1151
268	1151
269	1151
270	468
272	990
273	998
274	656
861995	1151
851762	1151
276	624
277	466
851752	466
10590	435
283	643
284	155
856457	2307
856458	2379
285	470
862925	1789
286	634
851479	464
287	657
288	658
289	4048
10600	1278
290	471
294	356
291	472
293	472
295	2199
292	521
856409	1205
296	154
297	1673
298	1675
299	2413
10620	1181
301	1202
302	1181
300	1181
401	852
306	2149
305	1456
309	674
310	1617
311	1865
315	676
860570	676
314	676
312	676
316	676
860554	676
313	678
317	677
10630	679
318	680
319	1600
320	1602
850151	259
862935	2164
600596	473
347	561
321	515
855769	536
856465	2518
322	510
326	474
327	516
328	516
329	475
330	2200
854488	516
852942	474
855046	2200
855036	2200
336	507
862541	507
338	501
354	1486
355	1486
855659	501
850404	501
401103	501
857150	501
401065	501
860724	501
860717	501
863052	2522
337	508
334	505
859429	505
335	508
339	535
323	511
340	510
341	510
324	512
325	390
10640	561
342	540
343	540
344	540
348	7
349	554
351	1871
345	985
346	1154
350	554
353	1232
356	1232
352	9
357	476
358	1282
856359	1282
10650	551
856355	1228
856357	2425
500024	57
20010	50
20030	12
854785	59
853918	529
20060	120
20080	5
856209	198
858428	142
20350	523
20360	2281
600170	2328
20220	325
20090	208
20100	309
20110	310
20120	325
20130	4083
20140	209
20150	334
20160	328
20170	331
852160	325
550328	325
20230	325
857064	325
853064	325
550438	325
860832	325
855281	325
853066	325
861462	325
852922	325
856975	325
856243	325
850011	325
856957	325
856413	325
862999	325
860175	325
850940	325
853067	325
851240	325
853751	325
861509	325
857924	325
852291	325
853062	325
20180	4088
853167	325
854784	325
855395	325
855181	325
20190	4083
20200	4093
450238	350
862905	480
20240	350
20250	353
20260	382
20270	385
20280	394
857684	415
20050	2328
20320	519
20410	2276
20310	2276
20330	545
20340	592
861181	526
20370	509
20380	504
20490	1570
855871	504
860195	1153
20390	1145
20400	504
20420	1150
20430	1129
20440	1140
20450	1273
858614	2434
20470	997
20480	588
855872	504
859430	4046
20510	305
20520	3755
400754	3755
20530	4049
20610	2742
20660	1748
854362	4053
860353	4051
20540	4053
20550	4053
20560	4050
857067	4053
853224	4050
20570	4061
20580	4062
20670	4064
20590	4056
857068	4053
20680	4053
20600	4050
20620	1113
20630	4055
20650	4067
20690	885
20720	890
20710	889
550093	1776
501097	1776
24810	1753
24820	1776
24830	1790
24840	1801
20730	1650
20740	1674
24960	1850
24970	1776
24990	1774
25000	1779
25010	1783
859048	1787
25020	1787
856489	1787
850689	1852
24880	1807
24890	1807
24900	1811
24910	1813
24920	1873
24930	1877
860888	1776
24940	1776
24950	1776
800072	1806
20760	747
20770	773
857076	816
20810	737
857080	737
20780	723
20790	724
20800	726
20750	794
857081	813
20830	787
450530	787
858985	787
852111	787
855423	787
857072	4072
20850	1572
20880	883
854996	883
857083	884
854195	883
854694	478
854196	883
550393	883
860097	883
250	1856
20870	1578
20900	1596
20910	1596
20920	1601
20930	1603
854278	1612
862832	1637
20940	1253
20960	1241
20970	1227
20980	1229
20990	1245
859750	1267
21000	1267
851551	1267
850644	1353
861284	833
21010	799
21020	800
21030	833
21040	833
855868	833
21050	833
858612	800
852392	833
21060	1647
854052	1645
855265	1645
852509	1645
851020	1645
855398	1645
21070	1164
855639	1207
21090	1204
21100	1180
21080	1178
862812	1164
855870	1218
21110	851
21120	860
21130	854
21140	865
21150	1155
21220	4097
21160	847
21170	614
21180	844
21190	610
21200	847
21240	560
21260	4437
21270	4458
21280	4474
21290	4475
21410	4516
21420	4442
21300	4483
21310	4483
21320	4512
851687	4483
21360	4483
550297	4483
21340	4489
21350	4514
500291	4483
21440	4483
21450	4483
862462	4483
860333	4483
21370	4483
861709	4483
21430	4524
21470	4218
21480	795
21490	2013
21560	1884
850185	4220
21640	4226
21460	710
21590	1884
21500	2084
850019	3352
21510	532
34840	531
855671	592
858426	4277
450319	1616
34710	1070
21520	531
855102	1128
21550	2084
21580	2084
859882	2084
860506	2084
21600	2084
21570	4070
21610	256
21620	4229
21630	1489
861015	717
21660	1888
21670	4280
21680	4281
501166	4281
21700	4296
850344	1885
850927	4281
21650	4292
851811	4281
21690	4281
851812	4281
863041	1883
21710	969
21720	489
858427	493
21750	502
21740	494
850186	494
850334	494
850335	494
854104	494
21730	494
500128	494
21760	585
21770	584
857079	699
860550	4312
21780	599
857077	584
21790	599
862287	3447
500534	3447
450085	2013
21800	571
850333	6
21810	6
21820	753
21830	756
850332	6
21840	6
854873	6
862813	6
450616	4884
851512	396
851513	396
851514	396
851515	396
21881	396
21890	4642
21900	4621
21940	4360
21950	4857
21960	4362
21970	1699
21980	1699
21990	4361
22000	4372
857222	4361
855909	396
851605	396
550312	4374
22310	4391
22480	4374
22490	4372
400636	4378
857227	4983
857228	4382
852714	4360
853394	4360
853402	4360
853387	4360
21870	4891
22010	4889
22020	4817
855155	4817
855156	4817
855908	4893
857224	4855
858561	4483
600357	4817
851219	4821
22030	4821
23140	4821
851705	4821
856668	4821
857225	4662
22060	4821
854695	4821
23180	4821
23170	4821
859539	4821
22090	4821
860092	4821
22130	4821
852842	4821
852741	4821
860076	4821
22150	4821
859346	4821
858583	4821
23150	4823
550302	4822
500492	4821
851218	4821
860176	4360
853162	4360
859621	4360
22080	4360
860704	4526
858559	4526
851411	4360
859307	4360
500058	4360
860969	4360
22100	4360
853399	4360
22110	4360
853071	4360
401066	4360
853429	4360
853393	4360
851979	4360
450556	4360
853185	4360
550134	4360
850632	4360
853426	4360
450190	4360
859659	4360
855427	4360
852570	4360
859031	4360
22160	952
22170	987
22180	976
22190	999
857229	997
22230	1071
450736	952
851074	1121
22250	1067
22200	1005
22210	1008
22220	1004
22240	1077
21930	4526
22260	4382
851688	4526
856211	4362
22070	4526
70027	4526
23080	4526
857235	4526
855910	4526
21380	4483
21390	4483
21400	4483
22280	4933
22300	4930
22330	3499
22340	1722
22350	4966
855041	1722
22270	4390
22290	4935
853074	4530
22320	4392
22360	4394
22370	4970
22380	3533
22390	4397
22400	4973
857230	4974
22440	4453
859266	3571
22460	3571
22470	4207
857231	3531
859254	3571
858927	3571
858961	3571
862424	3571
862028	3571
862029	3571
861677	3571
862144	3571
853046	3571
853956	3571
853965	3571
858826	3571
858825	3571
853058	3571
860818	3571
858827	3571
853943	3571
854108	3571
859257	3571
500564	3571
853059	3571
854182	3571
859431	3531
22410	3633
22420	3531
22430	3571
22450	4454
850014	4615
22500	4612
500729	4300
22510	4300
22520	4300
500897	4300
500895	4300
853134	4300
450485	4300
500250	4300
501053	4300
500703	4300
857236	4300
500841	4300
22530	4300
857237	4989
22540	4991
22550	4455
500162	4534
400106	4456
22560	4601
22570	4456
22580	4603
22590	4536
22600	4532
22610	4534
22620	4534
22630	4645
22780	4652
22800	4576
22640	4646
22860	4585
860854	4585
22890	4586
22900	4586
851852	4586
852038	4587
22670	4527
22680	4649
853803	4527
861025	4592
22690	4592
22700	4658
860332	4659
22710	4659
855912	4660
853190	4534
850174	4534
862390	4534
851542	4534
851543	4534
22720	4456
857689	4534
859059	4534
861237	4645
500424	4534
22730	4534
857239	4534
860861	4534
852743	4534
450603	4534
857292	4534
851159	4534
22760	4654
22910	4538
22930	4661
22940	4663
22950	4679
22960	4680
22980	4684
859833	4683
22970	4664
861618	4661
22990	4685
862414	4685
23000	4688
23010	4704
23020	4705
23030	4707
23040	4707
23050	4714
23060	4718
23070	4720
23100	4726
23090	4723
855125	4746
23110	4753
23130	4756
854997	4759
851561	4824
23160	4824
23190	4824
23210	4825
23220	4827
23230	4829
855206	4828
23240	4844
23250	4845
23260	4847
859931	5032
23270	5023
23280	5060
23290	4803
23300	5026
23320	5027
23330	5030
23340	5067
23350	5075
23360	5061
23370	5014
23380	5072
23390	5073
23400	5074
857084	5060
23630	5109
450607	5118
860565	5124
23700	5115
23460	5132
23980	5086
23410	5079
23420	5082
23430	5083
23440	5085
857085	5484
23480	4803
23490	4803
858566	4803
23500	5019
855210	4803
23450	5014
858842	4803
500608	4803
23510	5091
23520	5092
23540	5097
23570	3515
23580	5102
854206	1748
23530	5094
23590	5095
23600	5103
23550	5098
23560	5097
23610	5104
23640	5105
23620	5106
23650	5113
857087	5114
500609	5113
23660	5127
23670	5133
23680	5125
23690	5028
858429	5127
857089	4803
23720	5133
23710	5122
23730	5134
23740	5137
23760	5138
23770	5139
23780	5363
23790	5366
860339	5372
23820	5400
23810	5399
23830	5401
23840	5404
23850	5412
23860	5414
23870	5415
23880	5417
23890	5437
23900	5438
851709	5442
857090	5450
23920	5444
23930	5447
862833	1637
23910	5440
23940	5450
23960	5453
859100	5455
851571	5486
857088	5489
23990	5491
24020	5494
24000	5495
24010	5498
24030	294
24040	298
24050	295
24060	296
859124	5534
24070	5499
24080	5535
24090	5536
24100	5794
856683	5537
24330	5841
24340	5844
857173	5499
24110	5542
24120	5541
24130	5543
24140	5543
24150	5551
24160	5543
24180	5550
24190	5552
856426	5553
851324	5793
550310	5543
851323	5793
24230	5499
24200	5499
24210	5499
850192	5499
858622	5499
852221	5499
500512	5499
24250	5794
24260	5796
852041	5798
24270	5796
857056	5798
24280	5837
24300	5838
24310	5839
24350	5845
24370	5848
854317	5848
854318	5848
500484	5850
24400	5853
855599	5885
24410	5890
24420	5892
850229	5896
851277	5899
24430	5903
852802	5904
24440	5905
24450	5906
24460	5909
859875	5924
24480	5912
24490	5923
851263	5926
401158	5927
851264	5928
851265	5929
450730	5930
851278	5931
850009	5932
851274	5934
851275	3709
24500	5935
24510	5937
24520	5941
24530	5984
24540	5986
24550	4987
858430	5989
858706	5993
24560	5999
24570	6005
24580	5996
24600	6004
24610	6006
24590	4059
600229	4059
850571	716
64310	1085
852782	720
24620	6003
859052	5992
850797	2238
24640	5354
24650	6039
24660	6141
24670	6131
24680	6116
24690	6118
24700	6119
24710	4994
24720	6133
857105	6135
25120	4833
25130	4833
25140	6200
25150	6201
859213	6238
25280	6238
853588	4833
500925	4833
859573	4833
500552	4833
860590	4833
20300	4833
857913	4833
856288	4833
500442	4833
25250	6239
852734	6239
851312	6239
854036	6239
853743	6239
852744	6239
851619	6239
850249	6239
850859	6239
851041	6239
854041	6239
855722	6239
851044	6239
859407	6239
852780	4833
25290	6241
855660	6241
400289	6241
400319	6241
25300	6242
862890	6242
850397	6242
25310	4833
859432	4833
859500	6321
852177	6243
854827	6249
857106	4833
854828	6249
859956	6323
852340	4833
857559	4833
856289	4833
25320	6324
25330	4833
500376	4833
25340	6325
856295	4833
856294	4833
857124	4833
857125	6342
857126	6342
450653	6342
25350	6342
25360	4776
854314	6342
855886	4833
855887	6342
857129	6342
857127	4833
857128	6342
850345	4833
25370	4833
25210	6346
852927	6347
25390	4833
400938	4839
25410	6349
25420	6349
25430	4833
25230	4833
857115	4833
25440	6350
500011	4833
25450	6351
853786	4833
855883	4833
25480	6374
851589	4833
858840	4833
857112	4833
450557	6378
25490	4833
856296	4833
25500	4833
855027	4833
500712	4833
25510	6381
860631	4833
855068	4833
500372	4833
501170	4833
858617	6382
855881	6383
25540	6384
25550	2008
25560	6387
857116	4833
852919	2008
852918	2008
450769	2008
850505	2008
600553	2008
855662	2008
850265	2008
850941	2008
861759	2008
850239	2008
850757	2008
450725	2008
850220	2008
400011	2008
855135	2008
850488	2008
400225	2008
850527	2008
855136	2008
853508	2008
850048	2008
859688	2008
859702	2008
550405	2008
854034	2008
855364	2008
400390	2008
853735	2008
450423	2008
600270	2008
860257	2008
860215	2008
859647	2008
856860	2008
856861	2008
858685	2008
861309	2008
400713	2008
850105	2008
450713	2008
855663	2008
850282	2008
850283	2008
850233	2008
852358	2008
450722	2008
450697	2008
855664	2008
853021	2008
450453	2008
853843	2008
550205	2008
850423	2008
550204	2008
850042	2008
850537	2008
852026	2008
852027	2008
854287	2008
400016	2008
400707	2008
400512	2008
400752	2008
400352	2008
400992	2008
401027	2008
401093	2008
400779	2008
550434	2008
401238	2008
859121	2008
72180	2008
400145	2008
855721	2008
400422	2008
859704	2008
854039	2008
857117	2008
854038	2008
853017	2008
851399	2008
853002	2008
450595	2008
852356	2008
400121	2008
859723	2008
550057	2008
855665	2008
852991	2008
851417	2008
855333	2008
851652	2008
450647	2008
401034	2008
401033	2008
400470	2008
72210	2008
450645	2008
850242	2008
850189	2008
850191	2008
853676	2008
450570	2008
852855	2008
850188	2008
850445	2008
850244	2008
850268	2008
853688	2008
851847	2008
850861	2008
450614	2008
850190	2008
850284	2008
850281	2008
853678	2008
855149	2008
853610	2008
850258	2008
850267	2008
850136	2008
852856	2008
860110	2008
450464	2008
855666	2008
850394	2008
72250	2008
850888	2008
850163	2008
450608	2008
450723	2008
850236	2008
850276	2008
859727	2008
850377	2008
855461	2008
851858	2008
401204	2008
401209	2008
858863	2008
400013	2008
855668	2008
450535	2008
862912	2008
851071	2008
400631	2008
450641	2008
854275	2008
450696	2008
860859	2008
861295	2008
859685	2008
852357	2008
400632	2008
850977	2008
850935	2008
851421	2008
853750	2008
550317	2008
850339	2008
853362	2008
853363	2008
400817	2008
862783	2008
854243	2008
862978	2008
862983	2008
861340	2008
863058	2008
859802	2008
859687	2008
859913	2008
859832	2008
850517	2008
400443	2008
853569	2008
859537	2008
858621	2008
850925	2008
859184	2008
859829	2008
859819	2008
859600	2008
450611	2008
859830	2008
859686	2008
550003	2008
851093	2008
851991	2008
854296	2008
852883	2008
550250	2008
854084	2008
852097	2008
450514	2008
550293	2008
401026	2008
861095	2008
450458	2008
852025	2008
600278	2008
853271	2008
852647	2008
400918	2008
854240	2008
852096	2008
450265	2008
855672	2008
450759	2008
851155	2008
850202	2008
850636	2008
855463	2008
450404	2008
400028	2008
860928	2008
850385	2008
851398	2008
850469	2008
71830	2008
860740	2008
853909	2008
860741	2008
851132	2008
550012	2008
72280	2008
550043	2008
853153	2008
400029	2008
861030	2008
400043	2008
854242	2008
859314	2008
854470	2008
853623	2008
400558	2008
859683	2008
400466	2008
859588	2008
852640	2008
850528	2008
850143	2008
400325	2008
855673	2008
450516	2008
855674	2008
401195	2008
450568	2008
401193	2008
550380	2008
853859	2008
852669	2008
853506	2008
850275	2008
450718	2008
851160	2008
450709	2008
852893	2008
400045	2008
850923	2008
852536	2008
855355	2008
855330	2008
855353	2008
851667	2008
400203	2008
860320	2008
72310	2008
401208	2008
855222	2008
850472	2008
852912	2008
851394	2008
853736	2008
400826	2008
600554	2008
859538	2008
859182	2008
859123	2008
851138	2008
859748	2008
851396	2008
862944	2008
853516	2008
850205	2008
400046	2008
450620	2008
450615	2008
851154	2008
550001	2008
851792	2008
861105	2008
400197	2008
859406	2008
859404	2008
859405	2008
800074	2008
862981	2008
862919	2008
859411	2008
859408	2008
855537	2008
862771	2008
862918	2008
862916	2008
854289	2008
861267	2008
862915	2008
401001	2008
854231	2008
861180	2008
861294	2008
860996	2008
862920	2008
854210	2008
401144	2008
861311	2008
400999	2008
862980	2008
850905	2008
800075	2008
851997	2008
852874	2008
852726	2008
859185	2008
550203	2008
852017	2008
401235	2008
853865	2008
450700	2008
855667	2008
852137	2008
853463	2008
855163	2008
853460	2008
72340	2008
850201	2008
855459	2008
855107	2008
853613	2008
859784	2008
400912	2008
861004	2008
850529	2008
859721	2008
401237	2008
852486	2008
860335	2008
857118	2008
72350	2008
861032	2008
852085	2008
400217	2008
850419	2008
450581	2008
859840	2008
450177	2008
450785	2008
850725	2008
860301	2008
72370	2008
852652	2008
850396	2008
600425	2008
400044	2008
450291	2008
450597	2008
450788	2008
850280	2008
853608	2008
850951	2008
851966	2008
851073	2008
400165	2008
400555	2008
400162	2008
850138	2008
855221	2008
852481	2008
851397	2008
450764	2008
859122	2008
400316	2008
450646	2008
450580	2008
450419	2008
850752	2008
450121	2008
850141	2008
853028	2008
450619	2008
851998	2008
450773	2008
851675	2008
858507	2008
855390	2008
850489	2008
450717	2008
853027	2008
850611	2008
850996	2008
862943	2008
400144	2008
850326	2008
851153	2008
850330	2008
854298	2008
850298	2008
851861	2008
855306	2008
450747	2008
550449	2008
400520	2008
855460	2008
851989	2008
850936	2008
860369	2008
450401	2008
450577	2008
852639	2008
850609	2008
859813	2008
862910	2008
450273	2008
860331	2008
853024	2008
853022	2008
850507	2008
401220	2008
400973	2008
400291	2008
850263	2008
450784	2008
850739	2008
853740	2008
855458	2008
853459	2008
850221	2008
852269	2008
401135	2008
853618	2008
850049	2008
852278	2008
852273	2008
856484	2008
859490	2008
859141	2008
450739	2008
550378	2008
855676	2008
859706	2008
854349	2008
851072	2008
855363	2008
855339	2008
850766	2008
850106	2008
860914	2008
450721	2008
850225	2008
400315	2008
450590	2008
853485	2008
850165	2008
400157	2008
850545	2008
860995	2008
850549	2008
862913	2008
861084	2008
862914	2008
851915	2008
859154	2008
853889	2008
72410	2008
850206	2008
72420	2008
600556	2008
72430	2008
852292	2008
852916	2008
860872	2008
72440	2008
854085	2008
853151	2008
600262	2008
400143	2008
850050	2008
850274	2008
855677	2008
860871	2008
855462	2008
401186	2008
851117	2008
855449	2008
72450	2008
850756	2008
850324	2008
855678	2008
401207	2008
859534	2008
859535	2008
851829	2008
851830	2008
851831	2008
859536	2008
851832	2008
851833	2008
860742	2008
850375	2008
855679	2008
859599	2008
859598	2008
850610	2008
400039	2008
852740	2008
401164	2008
850321	2008
859920	2008
862992	2008
850164	2008
400989	2008
860867	2008
450707	2008
450644	2008
851151	2008
852638	2008
450633	2008
851152	2008
859403	2008
851486	2008
400372	2008
550445	2008
855681	2008
855108	2008
855119	2008
851856	2008
854299	2008
400677	2008
861164	2008
850207	2008
862993	6388
25590	6388
860591	4833
450170	3765
25600	6427
25610	6422
861838	6427
25620	6429
25640	6433
852190	4833
25650	6434
25660	6434
25670	6434
851889	6441
25700	4833
500427	4833
856293	4833
856285	4833
850604	6450
25710	6453
851586	4833
857110	4833
25720	4833
856290	4833
857131	4833
851608	4833
25730	6457
855682	6457
857133	6458
854825	4833
859707	6457
861097	6457
857134	4833
70005	4833
859918	6457
862796	6457
25740	6459
25750	6459
25760	6459
854692	6459
400303	6459
450462	6459
450310	6459
450300	6459
450382	6459
450719	6459
550448	6459
401247	6459
852881	6459
450129	6459
860689	6459
852721	6459
854987	6459
856302	6459
850255	6459
850751	6459
550339	6459
855683	6459
852051	6459
401232	6459
401236	6459
450591	6459
860749	6459
850514	6459
850171	6459
856269	6459
860216	6459
25770	6484
25780	6484
25790	6484
854490	6484
857130	6484
852764	4833
70012	4833
450005	6491
25810	6491
400622	6491
851795	6491
856286	4833
857135	4833
850218	6490
859433	6490
99006	6489
25800	6488
855521	6488
857119	6488
856303	6488
851087	6491
856291	4833
859622	6492
854327	6493
25820	6493
25830	6493
851749	4833
500437	4833
25840	4833
550423	4833
858534	6494
501040	4833
853373	4833
857688	4833
500158	4833
854802	4833
859222	6496
857921	4833
861279	4833
855168	4833
852202	4833
851733	4833
855884	4833
859018	4833
861837	4833
856287	4833
500656	4833
860765	4833
25850	4833
500181	4833
500182	6523
500183	6497
25860	6524
500166	4833
500045	6524
500038	6526
25870	6529
857122	6526
860592	4833
857123	4833
853302	4833
856292	4833
25890	6533
855876	4833
855953	6534
854080	6534
857108	6534
855877	6534
861772	6534
25880	6534
855878	6534
861173	6537
852380	4833
853655	4833
852147	4833
860801	4833
860800	4833
861391	4833
851245	4833
859856	4833
860813	4833
25910	4833
859962	4833
853639	4833
500028	4833
861342	4833
25240	6352
862811	4833
860799	4833
860574	4833
860782	4833
860798	4833
25920	4833
852941	4833
500051	6434
859811	4833
860792	4833
861347	4833
853109	4833
853635	4833
500461	4833
860789	4833
857138	4833
855004	4833
99005	6488
859825	4833
857136	4833
853640	4833
853230	4833
857001	4833
857137	4833
500103	4833
853098	4833
854167	4833
26010	6571
863007	6230
400138	4833
25190	4288
25270	6240
857139	4833
853240	4833
857153	6342
25380	6348
859017	4833
25460	6351
25470	6351
854489	6351
24740	6146
500880	4833
25520	6383
25530	6383
450737	6385
25570	6386
855891	6384
857141	6387
852281	6385
853852	6385
450738	6385
855684	6385
450461	6385
851993	6385
853611	6385
450701	6385
850453	6385
852285	6385
851992	6385
862573	6385
852302	6385
852284	6385
851828	6385
25680	6442
859976	6484
450239	6228
851359	6141
25160	6202
851305	6142
25121	4833
25960	6546
25970	6547
25980	6142
500263	6349
25400	6233
852133	6233
863020	6236
863019	6236
24630	6145
24790	6174
24760	6185
24770	6187
850687	1776
850688	1754
24850	1790
24860	1772
25030	6196
25040	6191
25050	6193
25060	4320
25070	204
25090	204
857155	204
852102	204
851158	204
851156	204
851157	204
851789	204
855451	204
856145	204
852103	204
855469	204
853682	204
855464	204
850749	204
862898	204
850562	204
852994	204
852999	204
852925	204
850748	204
852998	204
850854	204
853553	204
855359	204
850535	204
854294	204
850434	204
850523	204
850747	204
851043	204
852995	204
851070	204
850696	204
852518	204
851612	204
862897	204
851069	204
850391	204
851669	204
850525	204
852924	204
850862	204
850705	204
853554	204
850860	204
853007	204
850483	204
856301	204
850775	204
850776	204
855138	204
850744	204
858529	204
850518	204
853741	204
850435	204
850746	204
850519	204
853016	204
853026	204
851485	204
855020	204
854292	204
851825	204
850542	204
850384	204
850701	204
850522	204
851986	204
852101	204
850400	204
851042	204
852564	204
852562	204
854661	204
852561	204
852565	204
852563	204
855578	204
850536	204
850538	204
855058	204
852526	204
850471	204
850741	204
850380	204
852053	204
850742	204
850383	204
851857	204
850704	204
850706	204
850934	204
853515	204
861062	204
852857	204
861188	204
850702	204
850773	204
854720	204
851801	204
850703	204
852362	204
850779	204
853614	204
855003	204
851242	204
25080	6198
25100	4326
851823	4326
850548	4326
850463	4326
859033	4326
851824	4326
850544	4326
851805	4326
859032	4326
850462	4326
851826	4326
854600	4326
851804	4326
851121	4326
850924	4326
854351	4326
855109	4326
850570	4326
850401	4326
850547	4326
852100	4326
854598	4326
850727	4326
850726	4326
850876	4326
852303	4326
851803	4326
850543	4326
850381	4326
850693	4326
850429	4326
854601	4326
852282	4326
850729	4326
852361	4326
850567	4326
850568	4326
861179	4326
851827	4326
854597	4326
855892	6198
501141	204
855418	4320
550022	6226
25170	6225
25180	6226
851706	6226
600062	6226
25900	6226
857311	2355
25630	6226
25690	6226
600317	6226
25200	4257
25930	6231
25940	6232
25950	6231
852257	6231
25990	6548
26000	6550
853482	6226
500080	6585
26020	6577
26030	6585
26050	6589
26060	6585
26070	6585
26080	6583
854325	6578
857159	6641
858670	6585
26290	6585
855606	6585
26280	6585
26300	6629
26320	6585
26330	6631
854144	6585
26230	6585
500247	6647
500948	6633
859209	6627
26090	6596
26100	6598
26110	6598
26120	6585
26130	6628
26140	6633
500690	6633
500248	6585
450184	6633
500337	6585
500876	6585
500176	6598
26150	6634
26151	6634
26160	6636
26360	6639
852036	6641
26220	6641
800040	6644
26180	6644
26170	6638
26210	6640
26190	6647
861108	6593
860061	6585
501060	6585
857558	6585
501004	6585
26240	6585
501087	6585
501062	6585
501183	6585
853695	6585
853597	6585
853622	6585
26250	6585
860823	6585
862767	6585
400161	6585
859740	6585
861238	6585
853142	6585
858733	6585
860149	6585
26200	6585
862766	6585
853311	6585
853143	6585
500004	6585
859865	6585
858675	6585
853481	6585
26260	6585
26270	6585
855619	6585
854718	6585
853501	6585
500091	6585
855894	6585
854879	6585
600220	6585
854981	6585
600410	6585
600142	6585
600285	6585
400835	6585
856866	6585
856874	6585
852497	6585
400838	6585
857912	6585
500098	6585
853602	6585
860426	6585
858573	6585
861638	6585
500575	6585
500323	6585
854048	6585
853907	6585
853708	6585
853144	6585
854889	6585
860047	6585
862173	6585
853325	6585
860621	6585
850970	6585
26340	6632
26350	6632
860783	6632
26370	6677
854475	4039
26380	6680
26390	6679
26400	6681
852439	6682
26410	6682
857156	6682
26420	6682
26430	6685
26440	6720
26450	6724
26470	6725
26480	6726
26490	6726
860875	6729
26500	6739
26510	6740
26520	6741
26530	6743
850772	6902
850798	6912
851426	6904
852347	7167
860124	6921
